GENE	293A_WT_T22_AB_XF498	293A_LKB1_T22_AB	293A_PTEN_T22_AB	293A_VHL_T22_AB	293A_BAP1NUMBER2_16_T25_AB	293A_CDH1NUMBER2_15_T24_AB	293A_NF2NUMBER2_3_T24_AB	293A_WT_T21_AB_XF646	293A_PBRM1_T25_AB	293A_SETD2_T24_AB	293A_WT_T20_AB_XF804	293A_ARID1A_T21_AB	293A_NF1_T24_AB	293A_RB1_T21_AB	293A_TP53_T21_AB	293A_WT_T21_AB_XF821	293A_KEAP1_T22_AB	293A_g53BP1#1_T22_AB
SLC44A5	-15.113	-10.667	-12.927	-7.375	-15.648	-8.024	-7.287000000000001	-11.834000000000001	-15.542	-18.71	-15.742	-20.701999999999998	-11.751	-7.7989999999999995	-15.485	-13.417	-11.133	-8.713
SLC45A1	-15.294	-14.66	-3.627	-7.67	-10.614	-4.261	-0.598	-10.56	-15.078	-12.290999999999999	-1.6680000000000001	-12.217	1.409	-6.079	-0.273	-9.77	-4.621	-6.3260000000000005
SLC45A2	-20.087	-12.74	-12.151	-8.181000000000001	-11.482999999999999	-11.779000000000002	-19.642	-12.706	-10.171	-14.561	-15.285	-21.44	-8.175	-15.98	-11.683	-8.243	-15.652000000000001	-14.177
SLC45A3	-22.726	-15.066	-20.044	-17.975	-17.442999999999998	-16.230999999999998	-7.89	-21.101999999999997	-20.9	-24.541	-20.976	-25.726	0.789	-11.339	-13.745999999999999	-18.507	-19.007	-16.39
SLC45A4	-18.668	-11.12	-18.035	-7.213999999999999	-11.884	-18.340999999999998	-22.883000000000003	-19.447	-16.71	-12.609000000000002	-19.445999999999998	-21.982	-6.777	-17.227	-16.858	-14.64	-13.960999999999999	-27.641
SLC46A2	-15.93	-13.142	-10.735	-1.0590000000000002	-11.360999999999999	-8.566	-18.548	-20.23	-12.364	-15.84	-17.685	-15.11	-6.325	-24.184	-6.854	-22.897	-13.634	-8.138
SLC46A3	-30.522	-18.128	-27.96	-16.313	-12.966	-18.489	-17.873	-23.099	-22.941	-23.541999999999998	-24.066	-35.929	-15.960999999999999	-24.139	-13.119000000000002	-19.6	-18.137	-22.441
SLC47A1	-27.912	-22.141	-27.413	-13.722	-15.232999999999999	-21.022	-19.59	-25.121	-21.819000000000003	-12.78	-17.9	-29.076999999999998	-14.511	-10.232999999999999	-14.54	-20.734	-16.673	-18.825
SLC47A2	-19.011	-17.039	-24.142	-18.59	-20.761999999999997	-18.41	-22.444000000000003	-17.865	-17.167	-20.583000000000002	-19.833	-21.486	-8.626	-9.624	-11.284	-13.206	-8.52	-3.99
SLC48A1	-20.512	-14.05	-12.186	-17.671	-11.800999999999998	-22.342	-20.500999999999998	-19.747	-18.977999999999998	-22.889	-25.412	-21.123	-14.995999999999999	-24.316	-18.998	-19.494	-17.597	-16.949
SLC4A1	-10.02	-9.827	-10.848	-19.88	-6.18	-17.452	-16.843	-15.887	-7.978	-13.044	-9.025	-12.62	-4.284	-6.968999999999999	-6.042999999999999	-6.013	-1.725	-3.681
SLC4A10	-23.76	-16.793	-27.919	-13.447	-23.044	-25.891	-18.096	-29.596999999999998	-22.526999999999997	-19.815	-19.389	-31.303	-17.445999999999998	-21.851	-16.840999999999998	-11.725999999999999	-22.275	-23.831
SLC4A11	-11.175999999999998	-9.409	-20.748	-9.743	-17.685	-12.790999999999999	-16.042	-22.828000000000003	-18.416	-12.196	-24.487	-20.945	-14.402000000000001	-14.658	-14.189	-2.957	-15.78	-14.424
SLC4A1AP	-9.403	4.659	-3.515	11.27	-6.502000000000001	0.81	0.413	-4.123	-3.4389999999999996	-0.5660000000000001	-5.351	-9.847999999999999	-6.481	-5.954	0.18600000000000003	-9.658999999999999	-7.9670000000000005	-7.326
SLC4A2	-13.106	-11.128	-13.441	-3.803	-12.825	-13.709000000000001	-23.386	-12.597999999999999	-11.972999999999999	-14.722999999999999	-14.529000000000002	-19.469	-8.884	-15.744000000000002	-8.956	-7.162999999999999	-18.892	-3.443
SLC4A3	-11.121	-8.972000000000003	-20.015	-13.875	-9.978	-6.91	-12.207	-17.89	-11.317	-11.817	-13.216	-18.364	-4.04	-16.521	-9.716000000000001	-9.932	-12.788	-20.54
SLC4A4	-17.959	-10.561	-29.856	-14.06	-13.017999999999999	-17.81	-9.431000000000001	-25.664	-12.777000000000001	-21.316	-17.54	-27.023000000000003	-5.976	-20.125999999999998	-9.613	-12.081	-19.457	-10.800999999999998
SLC4A5	-5.38	-5.5710000000000015	-10.2	-8.677	-2.375	3.273	-3.864	-4.627	-5.695	-15.337	-10.818	-7.114	-9.421	-9.206	-6.73	-8.439	-12.023	-19.463
SLC4A7	-15.06	-15.431	-13.394	-13.885	-15.850999999999999	-25.456999999999997	-15.085	-19.009	-10.338	-18.457	-19.378	-29.281	-2.481	-18.823	-4.956	-4.547	-17.255	-11.98
SLC4A8	-16.352999999999998	-1.297	5.665	-10.661	-16.736	-5.5889999999999995	-13.319	-10.819	-21.453000000000003	-9.216000000000001	-6.43	-13.677	-11.319	-11.196	4.1610000000000005	-11.423	-12.270999999999999	-17.509
SLC4A9	-8.541	-5.353	-6.852	-10.232	-15.171	-5.511	-7.502999999999999	-8.446	-10.975	-16.974	-11.519	-20.248	-5.474	-10.445	-5.114	-11.597000000000001	-1.726	-7.5870000000000015
SLC50A1	8.599	-8.265	8.354	-5.707000000000002	2.833	11.407	8.966000000000001	2.24	-4.12	-3.372	12.462	-3.679	11.254000000000001	0.902	2.83	1.238	1.544	5.96
SLC51A	-21.729	-14.968	-19.351	-10.422	-16.618	-23.413	-14.345999999999998	-20.919	-12.095	-19.039	-16.284000000000002	-24.116999999999997	-10.995999999999999	-16.573	-8.677	-11.459000000000001	-24.706	-8.634
SLC51B	-21.604	-17.155	-16.805	-7.326	-18.162	-12.77	-1.043	-12.852	-17.278	-23.921999999999997	-14.807	-25.215	-20.332	-21.283	-4.659	-4.939	-16.89	-14.558
SLC52A1	-18.002	-16.283	-13.548	-17.915	-18.006	-16.750999999999998	-13.375	-21.304000000000002	-20.656999999999996	-16.766	-12.045	-23.107	-7.386	-8.225	-5.112	-14.76	-4.8260000000000005	-23.835
SLC52A2	-8.193	-5.715	-17.131	-7.461	-12.984000000000002	-7.603	-4.793	-12.16	-9.392000000000001	-11.360999999999999	-17.167	-13.862	-8.408	-2.807	-5.021	-9.066	-8.054	-16.201
SLC52A3	-17.282	-5.528	-20.593000000000004	-6.443	-24.686999999999998	-21.212	-15.477	-26.915	-19.604	-15.408	-22.795	-31.241	-8.536	-13.055	-13.194	-18.515	-22.568	-11.204
SLC5A1	-15.772	-0.385	-17.84	-23.553	-3.935	-23.258000000000003	-21.743000000000002	-13.117	-19.794	-9.396	-20.378	-16.684	-10.963	-20.47	-17.91	-12.982999999999999	-23.404	-25.749
SLC5A10	-21.925	-26.389	-28.527	-16.68	-19.139	-28.638	-11.2	-27.022	-24.951999999999998	-12.385	-20.522	-30.304000000000002	-0.7509999999999999	-13.693	-14.459000000000001	-15.161	-14.847000000000001	-25.03
SLC5A11	-29.619	-23.131	-28.875	-17.718	-24.467	-22.596999999999998	-22.605999999999998	-31.045	-31.389	-21.983	-26.68	-26.397	-10.833	-22.336	-17.584	-24.48	-23.369	-27.265
SLC5A12	-19.52	-15.863	-17.315	-17.403	-19.855	-24.035999999999998	-17.008	-21.517	-12.029000000000002	-18.69	-21.866999999999997	-23.309	-10.193999999999999	-16.534000000000002	-18.657	-21.831999999999997	-23.903000000000002	-16.588
SLC5A2	-23.402	-13.621	-12.583	-7.124	-9.889	-15.359000000000002	-8.197000000000001	-14.353	-22.79	-19.814	-12.149000000000001	-18.086	-4.098	-18.815	-11.068	-13.844000000000001	-11.307	-21.059
SLC5A3	-17.878	-18.49	-12.31	-9.359	-8.271	-5.12	-13.370999999999999	-12.216	-13.369000000000002	-7.2829999999999995	-13.95	-12.828	-2.9619999999999997	-10.568	-2.471	-7.819	-16.304000000000002	-5.976
SLC5A4	-27.972	-20.763	-24.534	-18.3	-18.18	-24.585	-19.471	-25.061999999999998	-19.179000000000002	-22.545	-21.709	-25.392	-13.460999999999999	-21.728	-13.455	-19.655	-28.339000000000002	-28.047
SLC5A5	-5.3870000000000005	-5.259	-3.73	-17.250999999999998	0.115	-13.045	-11.554	8.377	-2.931	-9.625	-8.963	-8.833	-3.1830000000000003	-0.39299999999999996	-6.318	-5.877000000000001	5.417999999999999	-10.828
SLC5A6	-10.124	-10.235	-18.58	-2.018	-16.492	-13.460999999999999	-13.132	-15.622	-14.254000000000001	-18.819000000000003	-16.234	-19.803	-1.699	-24.009	-9.648	-9.527999999999999	-13.65	-14.119000000000002
SLC5A7	-23.251	-11.153	-17.590999999999998	-17.936	-15.784	-13.765999999999998	-14.735	-13.923	-17.975	-17.762	-20.561	-18.668	-14.277000000000001	-14.112	-16.789	-13.048	-20.117	-24.588
SLC5A8	-8.378	-11.018	-12.507	-10.48	-6.332000000000001	-9.859	-6.6770000000000005	-14.7	-21.066999999999997	-12.884	-8.839	-16.005	-8.742	-7.207000000000001	-3.168	-13.99	-6.707000000000001	-16.837
SLC5A9	-21.243	-17.753	-21.743	-17.067999999999998	-25.311999999999998	-25.529	-14.87	-24.281999999999996	-15.436	-22.406999999999996	-13.435	-25.718000000000004	-14.037	-29.627	-13.262	-17.311	-23.424	-17.25
SLC6A1	-18.481	-18.852	-23.482	-21.173	-21.71	-19.125999999999998	-18.614	-17.156	-10.52	-19.892	-18.175	-23.755	-4.172	-15.501	-9.219	-17.052	-17.602	-9.585
SLC6A11	-22.102	-9.585	-15.83	-13.204	-13.704	-20.421	-14.305	-20.668000000000003	-13.780999999999999	-16.329	-15.095999999999998	-24.725	-14.387	-13.617	-11.494000000000002	-7.531000000000001	-13.908	-21.727
SLC6A12	1.62	12.997	-6.989	-0.604	-1.202	-5.066	-2.03	-5.575	-3.093	-2.017	-3.016	4.794	-10.423	1.79	6.403	-10.689	-11.495999999999999	5.6370000000000005
SLC6A13	-7.411	1.943	-2.966	7.602	-6.775	-0.461	-2.069	-0.253	-7.075	2.056	1.067	0.972	-10.019	6.781000000000001	-1.959	-4.3	-6.016	-6.282
SLC6A14	-14.322	-16.705	-17.257	-13.334	-16.566	-16.971	-4.7860000000000005	-17.035999999999998	-20.635	-21.831999999999997	-14.305	-23.838	-13.667	-18.230999999999998	-10.261	-22.892	-17.391	-23.958
SLC6A15	-13.173	-5.635	-15.492	-17.949	-5.096	-16.160999999999998	-8.463	-14.419	-9.668	-13.294	-11.411	-23.565	-4.625	-7.934	-6.864	-3.824	-5.11	-10.588
SLC6A16	-6.459	-3.868	9.078	-14.333	4.1339999999999995	-7.404	-7.827999999999999	-4.78	-7.704	-6.709	-13.436	-12.077	-4.258	-2.918	-8.491	-4.609	-0.9640000000000001	4.7860000000000005
SLC6A17	-9.127	-5.447	-2.906	3.938	-3.022	-8.1	0.025	-6.024	-10.842	-4.961	-3.859	-15.822000000000001	-2.875	-2.8289999999999997	-4.716	-5.723	1.02	-7.654
SLC6A18	-11.797	-9.247	1.655	-8.504	-5.551	-11.302	-0.10800000000000001	-1.63	-5.742999999999999	-7.087999999999999	-8.343	-3.609	0.7490000000000001	-3.377	-5.77	-1.097	-15.193	-4.683
SLC6A19	-12.657	-9.983	-1.481	-16.611	-19.268	-5.755	-7.042999999999999	-19.211	-0.435	-12.435	-13.344000000000001	-10.964	-3.3360000000000003	-12.807	-12.196	-8.548	-16.889	-10.869000000000002
SLC6A2	-31.178	-26.902	-28.239	-24.192	-15.627	-26.002	-11.293	-16.143	-17.355	-17.502	-23.253	-22.83	-9.906	-20.695	-13.912	-22.092	-21.232	-27.175
SLC6A20	-18.873	-17.292	-19.371	-15.841	-13.449000000000002	-15.885	-17.714000000000002	-20.472	-11.42	-19.073	-16.281	-19.547	-10.597999999999999	-7.239	-8.998	-9.797	-17.198	-19.307
SLC6A3	-6.852	-4.142	2.6710000000000003	-7.534	-8.005	-0.903	-6.277	-8.894	-5.643	-6.06	1.7280000000000002	-6.599	-3.88	-13.404000000000002	-4.979	-11.844000000000001	-12.515999999999998	-13.015999999999998
SLC6A4	-20.117	-11.69	-16.019000000000002	-4.479	-13.620999999999999	-17.754	-15.142999999999999	-18.317999999999998	-11.287	-11.505999999999998	-15.565999999999999	-13.097999999999999	-8.068999999999999	-2.6710000000000003	-4.027	-1.213	4.086	-11.2
SLC6A5	-21.767	-8.4	-10.072	-10.668	-13.543	-14.433	-8.89	-17.956	-7.545	-12.905999999999999	-15.363	-22.96	-4.441	-11.08	-3.043	-17.952	-11.354000000000001	-29.812
SLC6A6	-21.032	-8.799	-10.632	-9.844	-14.695	-10.386	-15.264000000000001	-13.564	-10.734000000000002	-7.818	-10.685	-17.961	-12.312000000000001	-13.693	-2.938	-12.179	-17.24	-9.191
SLC6A7	-8.738999999999999	-5.3820000000000014	-4.728	-6.972	-12.849	-2.8930000000000002	-11.962	-7.564	-11.387	-10.469000000000001	-6.577000000000001	-5.1979999999999995	-11.4	-3.801	-4.888	-2.7880000000000003	-5.19	-17.645
SLC6A8	3.555	-2.292	4.871	-4.813	1.307	7.023	1.909	-0.278	-2.4619999999999997	5.008	1.656	-2.736	2.227	-11.677	-0.153	-1.8419999999999999	-2.489	-8.151
SLC6A9	-2.832	-1.473	-6.13	5.53	-13.312999999999999	-7.072	-7.785	-14.072000000000001	1.7590000000000001	-7.785	-7.167000000000001	-3.847	-2.256	-4.898	1.115	4.2410000000000005	0.033	-18.605
SLC7A1	-20.35	-17.723	-25.215	-10.989	-22.253	-17.35	-4.723	-20.824	-15.879000000000001	-16.592	-24.432	-31.096	-10.383	-25.053	-14.335	-23.236	-15.214	-11.552
SLC7A10	-16.035	-16.715	-9.73	-16.15	-2.418	-17.669	-19.348	-18.57	-5.446000000000001	-16.172	-7.995	-20.445999999999998	-6.721	3.0639999999999996	-10.972999999999999	1.626	-8.838	-20.428
SLC7A11	-27.246	-20.126	-11.765999999999998	-10.824000000000002	-28.244	-33.177	-9.914	-28.253	-28.131999999999998	-19.035	-25.236	-27.164	-20.179000000000002	-19.844	-16.815	-22.64	-14.105	-22.216
SLC7A13	-15.764	-17.629	-12.921	-12.752	-21.595	-17.554000000000002	-18.745	-24.999000000000002	-23.967	-19.712	-20.407	-24.094	-13.05	-12.001	-11.389000000000001	-12.642999999999999	-11.655999999999999	-16.354
SLC7A14	-20.211	-9.742	-15.718	-18.112	-18.055	-17.230999999999998	-10.681	-18.598	-18.047	-19.792	-12.679	-18.509	-7.831	-13.505999999999998	-8.267000000000001	-10.058	-6.599	-7.728
SLC7A2	-22.169	-13.166	-17.777	-13.169	-10.634	-24.054000000000002	-21.754	-20.32	-20.160999999999998	-17.506	-16.343	-25.19	-10.452	-9.615	-9.059	-11.048	-10.73	-26.321
SLC7A3	-10.746	-10.422	-22.041	-5.422999999999999	-2.142	-14.341	-10.981	-10.913	-5.267	-17.41	-10.409	-14.561	-8.5	-20.101	-3.799	-15.457	-13.352	-12.523
SLC7A4	-20.232	-16.311	-10.298	-16.668	-11.972999999999999	-18.737000000000002	-13.724	-15.562000000000001	-14.594000000000001	-15.193	-20.969	-9.302999999999999	-15.040999999999999	-18.657	-10.825	-15.312000000000001	-19.000999999999998	-10.361
SLC7A5	-12.892	-4.08	-21.981	-8.327	-13.777000000000001	-11.905999999999999	-7.459	-16.077	-10.515	-26.107	-20.881999999999998	-22.17	-9.498	-9.673	-10.001	-8.851	-13.584000000000001	10.847
SLC7A6	-17.493	-21.2	-19.442	-8.078	-17.301	-17.246	-13.782	-22.079	-25.035999999999998	-17.442999999999998	-14.552	-21.965999999999998	-2.467	-10.880999999999998	-12.138	-17.64	-8.074	-19.477
SLC7A6OS	40.843	17.465999999999998	71.984	18.455	37.008	44.821999999999996	22.318	50.742	28.248	30.01	35.264	55.728	24.12	31.764	34.29	32.478	39.757	35.714
SLC7A7	-13.778	-5.494	-9.955	-12.439	-13.502	-14.505	-8.759	-17.248	-7.579	-15.828	-15.368	-20.402	-11.499	-12.542	-6.66	-13.110999999999999	-13.035	-15.581
SLC7A8	-17.83	-9.767	-18.688	-15.972	-19.378	-10.636	-10.929	-13.225	-12.912	-18.565	-19.673	-16.205	-13.148	-13.700999999999999	-13.751	-15.159	-9.497	-12.273
SLC7A9	-10.161	-7.888	0.937	-16.307000000000002	-1.834	-12.616	-14.748	-1.3119999999999998	4.223	-22.142	-7.901	-22.214000000000002	-5.808	-4.859	-7.7989999999999995	-12.959000000000001	-4.763	-11.925999999999998
SLC8A1	-24.59	-15.244000000000002	-26.766	-25.479	-24.604	-26.811999999999998	-10.85	-26.125	-16.044	-20.982	-20.873	-28.519000000000002	-5.893	-24.763	-10.679	-18.516	-21.56	-23.088
SLC8A2	-9.683	2.98	11.944	-9.923	-4.768	-5.957999999999999	-4.959	-0.915	-3.877	-8.815	-7.461	-12.424000000000001	0.871	-4.618	-2.504	4.331	1.682	-11.75
SLC8A3	-19.898	-22.253	-24.308000000000003	-17.25	-19.965	-23.569000000000003	-25.498	-23.513	-28.445999999999998	-21.721	-26.93	-30.593000000000004	-8.882	-18.1	-7.936	-23.031	-15.040999999999999	-23.617
SLC8B1	-8.836	-18.379	-17.531	-6.634	-10.605	-12.98	-7.586	-8.867	-10.702	-15.048	-13.824000000000002	-16.018	-7.2	-10.475	-9.198	-15.460999999999999	-9.847000000000001	-17.794
SLC9A1	-12.792	-10.396	-14.62	-7.612999999999999	-22.296999999999997	-11.071	-10.429	-21.141	-11.664000000000001	-18.655	-19.425	-17.432000000000002	-2.752	-12.390999999999998	-9.135	-15.719000000000001	-14.889000000000001	-17.907
SLC9A2	-21.94	-9.255	-12.416	-6.103	-8.987	-22.453000000000003	-5.992000000000001	-21.29	-10.786	-20.149	-19.8	-24.383000000000003	-13.463	-29.644000000000002	-12.157	-15.911	-16.256	-26.828000000000007
SLC9A3	7.466	-1.211	-0.385	3.32	-6.332000000000001	7.318	-2.372	-0.596	9.161	-5.6579999999999995	0.43799999999999994	3.911	1.446	-7.08	-5.332999999999999	-11.583	-10.784	8.765
SLC9A3R1	-12.661	-9.942	-20.305	-8.505	-15.658	-15.432	-12.945	-20.305999999999997	-15.344000000000001	-5.231	-15.252	-22.612	-1.672	-8.481	-4.699	-7.73	-7.171	-5.885
SLC9A3R2	-9.709	-10.345999999999998	-4.751	2.228	-8.878	-12.200999999999999	-11.025	-14.277000000000001	-10.792	0.87	-8.181000000000001	-13.647	-6.64	4.0889999999999995	-10.527000000000001	-12.48	-9.416	-13.56
SLC9A4	-15.46	0.019	-16.93	-7.697	-7.457999999999999	-15.825999999999999	-4.397	-9.963	-6.773	-11.732000000000001	-20.003	-19.025	0.231	-11.922	-8.631	-7.735	-7.218999999999999	-19.097
SLC9A5	-4.362	-7.691	-3.534	-11.972	-7.755	-3.904	-7.876	-8.831	-12.475	-11.163	-7.35	-4.426	-1.192	-2.209	-0.204	-6.325	-0.941	-3.688
SLC9A6	-20.79	-17.947	-20.684	-12.865	-15.946	-20.712	-17.264	-17.647000000000002	-11.902999999999999	-14.762	-20.217	-16.469	-11.833	-16.883	-7.778	-18.339000000000002	-16.842	-21.999
SLC9A7	-23.907	-18.689	-20.97	-4.633	-7.153	-19.268	-16.238	-13.248	-16.516	-29.363000000000003	-23.814	-17.394000000000002	-19.111	-10.232000000000001	-6.699	-6.608	-12.41	-18.429
SLC9A8	-23.617	-13.209	-15.882	-14.429	-16.396	-15.27	-13.705	-21.629	-12.557	-19.182000000000002	-21.12	-29.433000000000003	-10.888	-20.896	-18.608	-14.811	-22.669	-21.276
SLC9A9	-17.151	-10.837	-17.07	-4.7	-16.75	-25.003	-15.198	-17.285999999999998	-14.575	-16.757	-13.959000000000001	-25.25	-8.071	-15.479000000000001	-8.749	-15.05	-15.751	-7.723
SLC9B2	-16.215999999999998	-16.355	-16.682000000000002	-12.704	-17.131	-19.699	-12.818	-18.925	-11.011	-9.408	-18.980999999999998	-24.159000000000002	-16.938	-22.428	-10.575999999999999	-14.218	-9.146	-14.050999999999998
SLC9C1	-22.647	-13.589	-30.139	-13.564	-15.575999999999999	-22.564	-9.039	-26.343000000000004	-16.009	-17.070999999999998	-19.46	-27.237	-4.654	-15.887	-12.93	-11.171	-17.570999999999998	-11.19
SLC9C2	-15.861	-8.757	-18.379	-15.214	-18.828	-21.058000000000003	-18.3	-25.963	-16.955	-23.311999999999998	-13.357000000000001	-14.821	-18.357	-7.667000000000001	-14.829	-20.082	-10.960999999999999	-19.781
SLCO1A2	-21.798	-10.688	-23.135	-5.863	-20.049	-16.442	-10.859000000000002	-16.573	-19.538	-16.471	-15.362	-21.86	-14.089	-7.82	-7.917999999999999	-8.961	-15.148	-12.536
SLCO1B1	-29.955	-21.178	-31.183000000000003	-20.7	-18.708	-24.378	-21.563000000000002	-31.574	-24.5	-28.388	-23.895	-29.011999999999997	-13.536	-20.262	-22.831999999999997	-12.602	-28.339000000000002	-18.532
SLCO1B3	-21.187	-15.834	-23.796	-12.851	-15.212	-12.25	-17.723	-18.067	-21.859	-14.454	-14.350999999999999	-22.41	-14.937999999999999	-15.754000000000001	-11.651	-14.51	-14.225999999999999	-8.493
SLCO1B7	-27.889	-21.174	-29.588	-14.313	-25.719	-25.92	-19.838	-24.201	-27.499000000000002	-24.389	-23.289	-34.339	-15.187000000000001	-18.305999999999997	-17.195	-21.95	-21.221	-29.75
SLCO1C1	-26.879	-12.245	-18.221	-11.977	-18.980999999999998	-21.326999999999998	-20.588	-25.421	-20.588	-18.1	-18.277	-22.769000000000002	-14.100999999999999	-14.432	-16.684	-11.443	-11.957	-15.748
SLCO2A1	-27.771	-15.78	-20.833	-15.287	-22.392	-25.388	-11.613	-29.131999999999998	-18.705	-20.625999999999998	-17.236	-19.522000000000002	-8.51	-15.567	-4.936	-16.579	-19.015	-12.368
SLCO2B1	-10.049	-10.989	-12.386	-13.821	-11.578	-12.552999999999999	-5.678	-11.390999999999998	-8.767999999999999	-4.3580000000000005	-14.27	-17.209	-5.966	-18.35	-5.5329999999999995	-9.146	-6.247999999999999	-5.837999999999999
SLCO3A1	-15.874	-11.446	-16.168	-8.212	-11.994000000000002	-13.477	-14.08	-17.239	-10.647	-9.734	-23.468000000000004	-17.922	-4.128	-5.3629999999999995	-6.489	-11.488	-14.94	-13.387
SLCO4A1	-9.193	-2.67	0.8690000000000001	-2.6910000000000003	-9.367	-11.619000000000002	-13.273	-17.392	-7.747000000000001	-1.021	-13.812000000000001	-21.73	-5.372999999999999	-10.52	-5.932	-10.899000000000001	-9.844	-19.325
SLCO4C1	-14.964	-10.955	-13.178	-12.159	-14.699000000000002	-18.346	-8.156	-20.539	-22.719	-13.792	-17.332	-23.364	-8.823	-18.645	-12.027000000000001	-11.955	-13.220999999999998	-19.013
SLCO5A1	-28.252	-15.638	-20.99	-21.828000000000007	-23.819000000000003	-19.237000000000002	-16.374000000000002	-25.863000000000003	-21.69	-20.496	-25.68	-24.309	-13.956	-10.554	-16.37	-24.715	-21.156	-29.602
SLCO6A1	-20.461	-11.807	-14.378	-10.589	-16.848	-12.904000000000002	-6.7	-19.049	-14.729000000000001	-13.693	-15.6	-18.775	-9.012	-15.620999999999999	-10.952	-17.643	-12.929	-29.247
SLFN11	-31.053	-30.445	-22.588	-33.656	-26.038	-29.713	-19.268	-25.118000000000002	-19.462	-26.726999999999997	-21.72	-29.434	-11.857000000000001	-19.198	-12.429	-18.56	-21.522	-20.425
SLFN12	-28.288	-23.979	-32.452	-25.322	-31.068	-29.714000000000002	-18.627	-37.949	-24.226999999999997	-22.793000000000003	-31.409000000000002	-28.287	-8.406	-24.401999999999997	-16.836	-27.364	-14.207	-26.005
SLFN12L	-20.0	-22.22	-20.333	-18.675	-24.331999999999997	-28.013	-23.576999999999998	-24.849	-25.45	-22.238000000000003	-26.084	-24.743000000000002	-3.966	-14.981	-11.432	-20.109	-20.233	-23.955
SLFN13	-22.443	-23.14	-29.868	-20.733	-25.179000000000002	-24.313000000000002	-27.180999999999997	-21.807	-20.611	-18.338	-20.761999999999997	-28.412	-10.312999999999999	-19.58	-15.690999999999999	-18.863	-19.243	-26.893
SLFN14	-19.935	-12.093	-18.274	-18.258	-12.99	-17.793	-15.65	-20.148	-10.513	-0.755	-10.094	-26.298000000000002	-6.182	-5.166	-3.205	-11.321	-4.812	-12.751
SLFN5	-27.931	-16.035	-18.859	-16.762	-18.465999999999998	-29.395	-23.748	-23.680999999999997	-22.851999999999997	-17.123	-24.003	-30.079	-4.546	-9.658999999999999	-13.632	-14.284	-10.111	-20.934
SLFNL1	1.179	4.134	2.9410000000000003	0.353	0.017	12.148	0.833	1.396	-4.965	-0.909	1.3559999999999999	-8.349	11.130999999999998	1.625	2.292	11.394	0.32	13.758
SLIRP	-10.737	-8.869	-10.192	-13.164	-7.311	-10.122	-10.574000000000002	-2.418	-5.495	-9.891	-8.927	-12.363	-4.593999999999999	-7.44	-6.297000000000001	-7.292000000000001	-12.387	-4.548
SLIT1	1.221	1.484	-6.273	-6.932	-5.852	-9.206	-6.565	-9.943	-1.406	-3.931	-9.917	-19.622	-5.459	-5.252999999999999	1.4409999999999998	-5.606	-3.218	-19.632
SLIT2	-21.44	-15.831	-17.507	-23.875	-16.492	-20.695	-16.658	-24.016	-24.684	-21.651999999999997	-26.381	-23.574	-12.554	-20.862	-9.23	-16.542	-21.939	-10.872
SLIT3	-19.697	-14.191	-22.96	-13.788	-17.096	-24.487	-17.592	-23.837	-16.514	-14.843	-20.3	-25.243000000000002	-4.996	-16.743	-14.509	-16.553	-13.645	-32.105
SLITRK1	-27.176	-18.683	-26.49	-18.995	-19.564	-24.730999999999998	-16.375999999999998	-27.869	-24.233	-19.702	-22.412	-29.174	-13.181	-22.98	-21.721999999999998	-22.462	-24.375999999999998	-17.96
SLITRK2	-24.885	-15.873	-23.704	-18.679	-16.348	-16.98	-14.716	-25.788	-9.62	-21.022	-16.02	-22.601999999999997	-17.105999999999998	-18.932000000000002	-4.4319999999999995	-11.908	-16.666	-25.735
SLITRK3	-17.029	-6.9910000000000005	-15.227	-13.386	-6.257000000000001	-15.852	-5.1770000000000005	-15.748	-11.575	-12.015	-17.817999999999998	-12.991	-5.001	-3.492	-3.582	-14.075	-3.21	-4.0310000000000015
SLITRK4	-17.778	-17.247	-19.595	-12.772	-21.166999999999998	-22.65	-11.075	-26.883000000000003	-19.62	-16.782	-19.123	-10.812000000000001	-10.177	-18.042	-8.802	-14.277000000000001	-13.679	-20.043
SLITRK5	9.309	-2.003	-4.583	7.477	-0.34	1.443	8.324	16.726	0.12300000000000001	-0.8859999999999999	-11.272	-6.414	-7.029	-14.105	7.605	0.574	8.842	6.431
